Name,URL,Country,Genre,Status,Photo_URL
A Break in the Storm,https://www.metal-archives.com/bands/A_Break_in_the_Storm/3540333609,United States,Metalcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540333609_photo.jpg?3209
A Breach of Silence,https://www.metal-archives.com/bands/A_Breach_of_Silence/3540371582,Australia,Melodic Death Metal/Metalcore,Active,https://www.metal-archives.com/images/3/5/4/0/3540371582_photo.jpg?3844
A Bond Between,https://www.metal-archives.com/bands/A_Bond_Between/3540514577,Germany,Melodic Death/Groove Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540514577_photo.jpg?0507
A Breath Before Surfacing,https://www.metal-archives.com/bands/A_Breath_Before_Surfacing/121141,United States,Deathcore,Split-up,https://www.metal-archives.com/images/1/2/1/1/121141_photo.jpg
A Bribe for the Ferryman,https://www.metal-archives.com/bands/A_Bribe_for_the_Ferryman/3540464584,United Kingdom,Thrash/Groove Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540464584_photo.jpg?0459
A Brooding Body,https://www.metal-archives.com/bands/A_Brooding_Body/3540433563,International,Depressive Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540433563_photo.jpg?2121
A Broken Design,https://www.metal-archives.com/bands/A_Broken_Design/3540512266,Malta,Southern/Stoner Metal/Rock,Active,https://www.metal-archives.com/images/3/5/4/0/3540512266_photo.jpg?3909
A Broken Machine,https://www.metal-archives.com/bands/A_Broken_Machine/3540277800,United States,Metalcore,Unknown,https://www.metal-archives.com/images/3/5/4/0/3540277800_photo.jpg
A Brutal Confession,https://www.metal-archives.com/bands/A_Brutal_Confession/3540255880,United States,Thrash Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540255880_photo.jpg?0436
A Buried Existence,https://www.metal-archives.com/bands/A_Buried_Existence/3540271763,Italy,Technical Death Metal/Metalcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540271763_photo.jpg?1124
A Burial at Sea,https://www.metal-archives.com/bands/A_Burial_at_Sea/3540283438,Norway,Melodic Death Metal/Metalcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540283438_photo.jpg?1558
A Burning Rose,https://www.metal-archives.com/bands/A_Burning_Rose/3540518438,Puerto Rico,Melodic Death Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540518438_photo.jpg?5109
A Call to Arms,https://www.metal-archives.com/bands/A_Call_to_Arms/3540343089,United States,Thrash/Speed Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540343089_photo.jpg?1924
A Canorous Quintet,https://www.metal-archives.com/bands/A_Canorous_Quintet/2296,Sweden,Melodic Death Metal,Active,https://www.metal-archives.com/images/2/2/9/6/2296_photo.jpg?0957
A Caress of Twilight,https://www.metal-archives.com/bands/A_Caress_of_Twilight/3540323071,Poland,Black Metal/Ambient,Active,https://www.metal-archives.com/images/3/5/4/0/3540323071_photo.gif?1528
A City Screams in Terror,https://www.metal-archives.com/bands/A_City_Screams_in_Terror/3540500228,United States,Deathcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540500228_photo.jpg?4820
A Chance at Life,https://www.metal-archives.com/bands/A_Chance_at_Life/3540546659,Russia,Depressive Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540546659_photo.jpg?5513
A Circle of Crows,https://www.metal-archives.com/bands/A_Circle_of_Crows/3540461610,United States,Melodic Black/Death Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540461610_photo.jpg?0149
A Clockwork Opera,https://www.metal-archives.com/bands/A_Clockwork_Opera/3540416412,United Kingdom,Symphonic Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540416412_photo.jpg?2356
A Cloud Forest,https://www.metal-archives.com/bands/A_Cloud_Forest/3540310981,United States,Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540310981_photo.jpg?3416
A Cold Dead Body,https://www.metal-archives.com/bands/A_Cold_Dead_Body/3540323179,Italy,Progressive Sludge Metal/Post-Hardcore,Unknown,https://www.metal-archives.com/images/3/5/4/0/3540323179_photo.jpg?4259
A Cold Reality,https://www.metal-archives.com/bands/A_Cold_Reality/30959,United States,Thrash/Death Metal,Split-up,https://www.metal-archives.com/images/3/0/9/5/30959_photo.JPG
A Cold Demise,https://www.metal-archives.com/bands/A_Cold_Demise/3540302940,Morocco,Black Metal/Ambient,Unknown,https://www.metal-archives.com/images/3/5/4/0/3540302940_photo.jpg
A Cold Sun,https://www.metal-archives.com/bands/A_Cold_Sun/3540437404,Italy,Depressive Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540437404_photo.jpg?3956
A Collection of Cyclops Skulls,https://www.metal-archives.com/bands/A_Collection_of_Cyclops_Skulls/3540432705,United States,Doom/Sludge Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540432705_photo.jpg?2141
A Colour Cold Black,https://www.metal-archives.com/bands/A_Colour_Cold_Black/80228,Germany,Thrash/Doom/Death Metal (early); Thrash/Alternative/Industrial Metal (later),Split-up,https://www.metal-archives.com/images/8/0/2/2/80228_photo.jpg?5026
A Concrete Lifeline,https://www.metal-archives.com/bands/A_Concrete_Lifeline/3540474136,Canada,Heavy Metal/Hard Rock,Active,https://www.metal-archives.com/images/3/5/4/0/3540474136_photo.jpg?5132
A Comfortable Way to Rot,https://www.metal-archives.com/bands/A_Comfortable_Way_to_Rot/3540442261,New Zealand,Progressive Death Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540442261_photo.jpg?1849
A Congregation of Horns,https://www.metal-archives.com/bands/A_Congregation_of_Horns/3540445071,United Kingdom,Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540445071_photo.jpeg?4810
A Constant Battle,https://www.metal-archives.com/bands/A_Constant_Battle/3540414888,United States,Thrash/Progressive Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540414888_photo.jpg?0408
A Constant Knowledge of Death,https://www.metal-archives.com/bands/A_Constant_Knowledge_of_Death/3540510172,United States,Progressive Sludge/Post-Metal/Hardcore,Active,https://www.metal-archives.com/images/3/5/4/0/3540510172_photo.jpg?2700
A Cosmic Trail,https://www.metal-archives.com/bands/A_Cosmic_Trail/3540309339,Germany,Progressive Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540309339_photo.jpg?5504
A Constant Storm,https://www.metal-archives.com/bands/A_Constant_Storm/3540396812,Portugal,"Melodic Death/Black Metal, Gothic Metal/Rock",Active,https://www.metal-archives.com/images/3/5/4/0/3540396812_photo.jpeg?4728
A Crack Baby Dead,https://www.metal-archives.com/bands/A_Crack_Baby_Dead/110000,United Kingdom,Black Metal/Grindcore,Unknown,
A Crack in Time,https://www.metal-archives.com/bands/A_Crack_in_Time/3540357799,Greece,Melodic Death/Progressive Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540357799_photo.jpg?3451
A Crime of Passion,https://www.metal-archives.com/bands/A_Crime_of_Passion/3540415046,United States,Progressive Death Metal/Deathcore,Unknown,https://www.metal-archives.com/images/3/5/4/0/3540415046_photo.jpg?2902
A Critical Mass,https://www.metal-archives.com/bands/A_Critical_Mass/103459,United Kingdom,Thrash Metal,Split-up,
A Creatures Cage,https://www.metal-archives.com/bands/A_Creatures_Cage/3540509664,United States,Power/Thrash Metal/Hard Rock,Active,https://www.metal-archives.com/images/3/5/4/0/3540509664_photo.jpg?2023
A Dance in Yellow,https://www.metal-archives.com/bands/A_Dance_in_Yellow/3540491370,Germany,Experimental/Melodic Death Metal,Active,
A Cursed Spirit in the Mirror,https://www.metal-archives.com/bands/A_Cursed_Spirit_in_the_Mirror/3540326201,United States,Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540326201_photo.jpg?0043
A Dank Season,https://www.metal-archives.com/bands/A_Dank_Season/97641,United States,Southern/Thrash/Groove Metal,Active,https://www.metal-archives.com/images/9/7/6/4/97641_photo.jpg
A Dark Performance,https://www.metal-archives.com/bands/A_Dark_Performance/60488,Bolivia,Melodic Death/Gothic Metal,Changed name,https://www.metal-archives.com/images/6/0/4/8/60488_photo.jpg?3933
A Dark Halo,https://www.metal-archives.com/bands/A_Dark_Halo/97269,United States,Industrial/Thrash/Groove Metal,Active,https://www.metal-archives.com/images/9/7/2/6/97269_photo.jpg?2219
A Dark Place,https://www.metal-archives.com/bands/A_Dark_Place/3540319989,Australia,Death Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540319989_photo.jpg
A Dark Thought,https://www.metal-archives.com/bands/A_Dark_Thought/3540499959,Mexico,Depressive Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540499959_photo.jpg?2822
A Darkened Sea,https://www.metal-archives.com/bands/A_Darkened_Sea/49148,United States,Gothic/Black/Doom Metal,Split-up,https://www.metal-archives.com/images/4/9/1/4/49148_photo.jpg
A Dawn Serene,https://www.metal-archives.com/bands/A_Dawn_Serene/85435,Germany,Doom Metal,Unknown,https://www.metal-archives.com/images/8/5/4/3/85435_photo.jpg?3030
A Dawn Within,https://www.metal-archives.com/bands/A_Dawn_Within/92629,United States,Progressive Melodic Death Metal/Metalcore,On hold,https://www.metal-archives.com/images/9/2/6/2/92629_photo.jpg
A Day in Venice,https://www.metal-archives.com/bands/A_Day_in_Venice/3540385977,Italy,Gothic/Doom Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540385977_photo.jpg?2534
A Day of Pigs,https://www.metal-archives.com/bands/A_Day_of_Pigs/108258,United States,Sludge Metal,Split-up,https://www.metal-archives.com/images/1/0/8/2/108258_photo.jpg
A Day of Violence,https://www.metal-archives.com/bands/A_Day_of_Violence/3540500790,United States,Deathcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540500790_photo.jpg?4234
A Day of No Sun,https://www.metal-archives.com/bands/A_Day_of_No_Sun/3540509928,Poland,Melodic Black Metal,Active,
A Day to Fall,https://www.metal-archives.com/bands/A_Day_to_Fall/3540454289,Argentina,Groove Metal/Metalcore,Active,
A Day to Fall,https://www.metal-archives.com/bands/A_Day_to_Fall/42229,United States,Melodic Death/Thrash Metal,Changed name,https://www.metal-archives.com/images/4/2/2/2/42229_photo.jpg
A Day Worth Dying For,https://www.metal-archives.com/bands/A_Day_Worth_Dying_For/3540481900,United States,Melodic Death Metal/Deathcore,Split-up,
A Dead Calling,https://www.metal-archives.com/bands/A_Dead_Calling/3540259012,United States,Deathcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540259012_photo.jpg?1938
A Dead Cold Lament,https://www.metal-archives.com/bands/A_Dead_Cold_Lament/3540474287,Chile,Funeral Doom Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540474287_photo.jpg?3005
A Dead End Society,https://www.metal-archives.com/bands/A_Dead_End_Society/3540307911,Germany,Melodic Death Metal/Metalcore,Active,https://www.metal-archives.com/images/3/5/4/0/3540307911_photo.jpg
A Dead God...,https://www.metal-archives.com/bands/A_Dead_God.../3540264378,United States,Melodic Black Metal,Changed name,
A Dead Poem,https://www.metal-archives.com/bands/A_Dead_Poem/3540533977,Brazil,Doom/Black/Gothic Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540533977_photo.jpg?3433
A Dead Lament,https://www.metal-archives.com/bands/A_Dead_Lament/116290,Germany,Melodic Death Metal/Metalcore,On hold,https://www.metal-archives.com/images/1/1/6/2/116290_photo.jpg
A Dead Silence,https://www.metal-archives.com/bands/A_Dead_Silence/3540353270,Australia,Technical Deathcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540353270_photo.jpg?2326
A Death by the Seaside,https://www.metal-archives.com/bands/A_Death_by_the_Seaside/3540482491,United States,Atmospheric Funeral Doom/Post-Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540482491_photo.jpg?0552
A Death for Every Sin,https://www.metal-archives.com/bands/A_Death_for_Every_Sin/3540353740,Canada,Death Metal/Hardcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540353740_photo.jpg?2344
A Deathwish,https://www.metal-archives.com/bands/A_Deathwish/3540317782,Bolivia,Blackened Death Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540317782_photo.jpg
A Deeper Dark,https://www.metal-archives.com/bands/A_Deeper_Dark/3540383972,United States,Thrash Metal/Hardcore,Active,
A Deeper Dreed,https://www.metal-archives.com/bands/A_Deeper_Dreed/3540322575,United Kingdom,Heavy Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540322575_photo.jpg
A Descent in Graves,https://www.metal-archives.com/bands/A_Descent_in_Graves/3540342576,Belgium,Progressive Death/Groove Metal/Deathcore,On hold,https://www.metal-archives.com/images/3/5/4/0/3540342576_photo.jpg?3552
A Devil's Daydream,https://www.metal-archives.com/bands/A_Devil%27s_Daydream/3540396552,United States,Melodic Black/Death Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540396552_photo.jpg?3332
A Devilish Domain,https://www.metal-archives.com/bands/A_Devilish_Domain/114490,Japan,Melodic Death Metal/Metalcore,Unknown,https://www.metal-archives.com/images/1/1/4/4/114490_photo.jpg
A Diaboli,https://www.metal-archives.com/bands/A_Diaboli/3540469743,Norway,Black Metal,Unknown,https://www.metal-archives.com/images/3/5/4/0/3540469743_photo.png?3920
A Diadem of Dead Stars,https://www.metal-archives.com/bands/A_Diadem_of_Dead_Stars/3540386910,Greece,Atmospheric Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540386910_photo.jpg?1310
A Different Cloud,https://www.metal-archives.com/bands/A_Different_Cloud/3540513071,Unknown,Atmospheric Black Metal,Active,
A Distant Sun,https://www.metal-archives.com/bands/A_Distant_Sun/3540314441,Ireland,Atmospheric Black/Doom Metal,Changed name,https://www.metal-archives.com/images/3/5/4/0/3540314441_photo.jpg
A Distorted Utopia,https://www.metal-archives.com/bands/A_Distorted_Utopia/3540413509,United Kingdom,Technical Melodic Death Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540413509_photo.jpg?4802
A Document Says,https://www.metal-archives.com/bands/A_Document_Says/3540356522,Germany,Experimental/Sludge Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540356522_photo.jpg?3528
A Divinis,https://www.metal-archives.com/bands/A_Divinis/3540513158,United States,Technical/Blackened Death Metal,Active,
A Dream of Ghosts,https://www.metal-archives.com/bands/A_Dream_of_Ghosts/3540511354,United States,Sludge Metal/Hardcore,Active,https://www.metal-archives.com/images/3/5/4/0/3540511354_photo.jpg?2944
A Dreadful Vision,https://www.metal-archives.com/bands/A_Dreadful_Vision/3540496959,Germany,Deathcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540496959_photo.jpg?2409
A Dream of Poe,https://www.metal-archives.com/bands/A_Dream_of_Poe/79756,Portugal,Gothic/Doom Metal,Active,https://www.metal-archives.com/images/7/9/7/5/79756_photo.jpg?4432
A Dream Set Fire,https://www.metal-archives.com/bands/A_Dream_Set_Fire/3540433276,United States,Groove/Thrash Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540433276_photo.jpg?5518
A Dying God,https://www.metal-archives.com/bands/A_Dying_God/3540377912,United Kingdom,Black Metal/Grindcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540377912_photo.jpg?3150
A Dying Soul,https://www.metal-archives.com/bands/A_Dying_Soul/3540512932,United States,Doom Metal/Experimental,Active,https://www.metal-archives.com/images/3/5/4/0/3540512932_photo.jpg?0447
A Dying Season,https://www.metal-archives.com/bands/A_Dying_Season/3540362325,Mexico,Death Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540362325_photo.jpg?5531
A Failing Devotion,https://www.metal-archives.com/bands/A_Failing_Devotion/3540405673,France,Melodic Death Metal/Metalcore,Active,https://www.metal-archives.com/images/3/5/4/0/3540405673_photo.jpg?1133
A Fallen Martyr,https://www.metal-archives.com/bands/A_Fallen_Martyr/3540291518,United States,Thrash/Groove Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540291518_photo.jpg
A Fallen Theory,https://www.metal-archives.com/bands/A_Fallen_Theory/3540464932,Australia,Deathcore,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540464932_photo.jpg?3328
A Feast for Lampreys,https://www.metal-archives.com/bands/A_Feast_for_Lampreys/3540508021,United States,Melodic Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540508021_photo.jpg?0813
A Felled Forest,https://www.metal-archives.com/bands/A_Felled_Forest/3540512598,United States,Black Metal,Active,https://www.metal-archives.com/images/3/5/4/0/3540512598_photo.jpg?2213
A Few Moments to Death,https://www.metal-archives.com/bands/A_Few_Moments_to_Death/3540327071,Russia,Melodic Death Metal,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540327071_photo.jpg?4800
A Fear Called Treason,https://www.metal-archives.com/bands/A_Fear_Called_Treason/103252,Germany,Melodic Death Metal,Split-up,https://www.metal-archives.com/images/1/0/3/2/103252_photo.jpg
A Few Seasons Later,https://www.metal-archives.com/bands/A_Few_Seasons_Later/3540468821,France,Progressive Metal/Rock,Split-up,https://www.metal-archives.com/images/3/5/4/0/3540468821_photo.jpg?2710
A Fitting Revenge,https://www.metal-archives.com/bands/A_Fitting_Revenge/3540427776,United States,Melodic Death Metal/Metalcore,Active,https://www.metal-archives.com/images/3/5/4/0/3540427776_photo.jpg?2813
